PC1,PC2,PC3,PC4,Class
-5.099684781966505,3.2869636844739514,-0.2072846338558426,-0.2691803123779567,SEKER
-5.140943439016383,3.470435659794476,-0.839384842338111,-0.5690687601077696,SEKER
-4.061579832460398,2.022128451509611,-0.2393067056577945,-0.005301730784033694,SEKER
-5.166741873471743,3.424017791219543,-0.3240967599717574,-0.2580221339688723,SEKER
-4.821952108037927,3.016984368039858,-0.51738137088487,-0.2758177626634577,SEKER
-4.375303482549004,2.4121671164660126,-0.3890216830583309,-0.5549202089715406,SEKER
-4.785969776305738,3.0967477133270536,-1.0025080092197862,-0.2720495107599971,SEKER
-3.8747790910041644,1.66393536431287,0.2569576727985279,0.06109615884065255,SEKER
-4.134200365689003,2.3568897839148923,-1.311326832915399,-0.3173064892913877,SEKER
-4.98870433807774,3.216282978054743,-0.5757154805981519,-0.5875048993840761,SEKER
-4.0963368149175166,2.081266773140193,0.0069827763114721055,0.29705971360547206,SEKER
-4.310216770338837,2.3549891777547765,-0.2748772184364345,-0.016797229889761345,SEKER
-4.665153552642059,2.7827945345647067,-0.5004958804564847,-0.6612789104086233,SEKER
-4.029755349786658,2.012600394504407,-0.09612332927668632,0.1990726166542757,SEKER
-3.7425968572588526,1.506463975467662,-0.027044814270043935,-0.3127857013890088,SEKER
-3.1706947983097,0.9512954641750692,-0.34934489530007395,-0.10241074859528877,SEKER
-3.8964657375432012,1.7519827180082597,-0.053954817011086044,-0.16422992354936117,SEKER
-4.844685746990912,3.0601641408187197,-0.5639423814738299,-0.6762654494609003,SEKER
-3.798179106082289,1.7480908877848975,-0.3626176250486745,0.11633318866623968,SEKER
-5.108247787662968,3.4768711454624097,-0.7260375483269105,-0.5632693820646059,SEKER
-4.800051296836282,2.997460405437783,-0.5520943686531566,-0.6175523897449853,SEKER
-4.4080447148841015,2.3970778742389705,0.0737408650810138,-0.1040264691553426,SEKER
-3.977450640617208,1.953751654197358,-0.1913107141657606,-0.05109047517383041,SEKER
-4.4286827349940525,2.4482286682288246,-0.41819064100922926,-0.7328614579836042,SEKER
-4.113678880445371,2.206955648416977,-1.031242789450881,-0.6205623888690869,SEKER
-3.8924941461419595,1.7215449101880558,-0.14083543381008604,-0.7349530842588513,SEKER
-5.163821792785401,3.5351464518325635,-0.6248088549224772,-0.30205244020313304,SEKER
-4.187182334699111,2.254921255807845,0.02834619126969448,0.3173093172519649,SEKER
-4.102269406013233,2.22412504700796,-0.8661854334759326,-0.5460611898879381,SEKER
-4.2461589377713835,2.3667194077985503,-0.2526811544954176,0.2485367269146746,SEKER
-4.8525953744719805,3.2288971573289906,-1.0469133297920732,-0.5631485910530604,SEKER
-3.844342465951082,1.7332740284718489,0.34062369643126794,0.3641290553675944,SEKER
-4.686885570988223,2.8881949676753726,-0.5753535873243854,-0.5320120727971335,SEKER
-3.8673876519283903,1.8124758309892919,-0.7246227084227487,-0.6309279562249108,SEKER
-4.63813025027531,2.764546789269568,-0.03007815821745803,-0.2693987161820115,SEKER
-4.44729633935313,2.727701821451462,-0.9316482419250048,-0.3468999979117303,SEKER
-4.907106632596447,3.097171444302092,-0.15644380545437978,-0.5248673428683918,SEKER
-4.3170187005906175,2.3994719034100385,-0.4446361170792117,-0.5851604998465444,SEKER
-4.668901983378785,2.7665446177258453,0.13800618281615448,-0.356670732515655,SEKER
-3.831431580639597,1.7939930819241487,-0.2226302648355545,-0.1926523581759574,SEKER
-4.765694414340873,3.098279265117274,-0.7175220617787209,-0.3248569755534982,SEKER
-4.034545094141917,1.9770655705306093,0.04662743861249621,-0.21400236393484004,SEKER
-3.8542988198553076,2.047637453747728,-1.176269603584312,-0.11855050389370755,SEKER
-4.402394486546027,2.5829067428581367,-0.1787967464070064,-0.005134843385246497,SEKER
-4.755195258180596,3.0328014584719227,-0.5766975377253227,-0.4516868761796837,SEKER
-4.293272273467408,2.4585169188361524,-0.606086924115568,-0.4380029372330826,SEKER
-3.8347230949121025,2.0031901981640274,-1.1333314767855227,-0.4854351670638484,SEKER
-4.115710687685838,2.2134716069957086,-0.31895410963454973,-0.05408813563368224,SEKER
-5.055966717658845,3.567614454927669,-0.7162908403922307,-0.1514874205836545,SEKER
-4.416739450920644,2.604016658868779,-0.3436138729099803,-0.08056158091022479,SEKER
-3.9952946860978065,2.146238683327773,-0.5139052534748232,0.15437355385100895,SEKER
-4.4234849164111045,2.508342039220576,0.07124092198687212,-0.21048408592364642,SEKER
-4.345456987738692,2.548896645963553,0.05128320029671788,0.4490479247841224,SEKER
-3.586673025199322,1.4272918506416339,0.31771129604161175,0.13671761344807243,SEKER
-2.9900548073362354,0.7183859299090491,0.19274156063200856,0.56356785537754,SEKER
-4.156605218413741,2.2574867132936847,-0.28521560436656374,-0.07104978203153159,SEKER
-4.2651898774999815,2.3184595829171117,0.2806285475239686,0.1111375814667034,SEKER
-4.068042260905078,2.2338491010582096,-0.6730041750577419,-0.2971111675326614,SEKER
-3.7740437398197764,1.9884689306705259,-0.669636144177976,0.3637809328482516,SEKER
-4.059050637979644,2.0310789273548124,0.32415202810750987,0.09106181745232883,SEKER
-4.437570913035502,2.851510847185069,-1.3141110251652515,-0.5106162318016011,SEKER
-3.8309245726533265,1.8781990420284538,-0.5430743089610182,-0.47762152870547525,SEKER
-3.8576857807525853,1.8651030296648796,-0.3767946885090113,-0.5130655313768868,SEKER
-3.826418990257172,2.115704866409674,-1.3498037877094233,-0.1352800916827306,SEKER
-4.266155913400139,2.511518156008859,-0.6013306140892409,-0.004451299844235147,SEKER
-3.5209107479879656,1.6538008767090733,-0.8843742834855245,0.1774166163864699,SEKER
-4.356690553605136,2.6629134728647372,-1.2443460958475328,-0.9585876005199384,SEKER
-3.038485758901674,0.6095800353220033,0.8490399433458625,0.1307041186774133,SEKER
-4.332711134009962,2.487221410024827,-0.059769955831512324,0.05337608822086679,SEKER
-4.67792545954844,3.0119621799235112,-0.3428067631951644,-0.09846214604310283,SEKER
-3.2561376220544567,1.0728665377516877,-0.152777716251675,0.12840100506503702,SEKER
-3.3632566723674935,1.4515411925593171,-1.7122321951968047,-0.6482478684153101,SEKER
-3.94687560893891,2.026786070486505,-0.1954542975065784,0.05470916686018553,SEKER
-3.5793814455040738,1.438218896300914,-0.26892818658455186,-0.594734407264299,SEKER
-4.346516712079963,2.467679590087708,0.07558700184739554,-0.10727631677390287,SEKER
-4.819773957166977,3.1601925497582135,-0.4161004145709699,-0.26734709044912597,SEKER
-4.060558174671184,2.188101235248003,-0.3054821422175463,0.006159123236506466,SEKER
-5.150157364937818,3.8979289546391604,-2.1366819641349535,-0.9648052532482523,SEKER
-3.920969595889432,1.855232600082982,0.21135376933805047,-0.2413656694414518,SEKER
-4.608954823891215,2.8858185293782914,-0.2294562120822148,-0.1593057223380973,SEKER
-4.101026866316349,2.136967941305316,0.2645629438821335,-0.05764867655327845,SEKER
-4.174962485560647,2.2881705863184596,-0.11871922494893193,-0.2056532133887659,SEKER
-4.299499250870271,2.697098922457276,-1.1492025387638987,-0.30026195000386996,SEKER
-3.597897036704136,1.5882831004719848,-0.36389593595279907,-0.32188246215887034,SEKER
-4.3389416865967,2.55695791989607,-0.5950369138923005,-0.6226251344249408,SEKER
-4.174132351060992,2.229985403308211,-0.09399970689663142,-0.43289514781370236,SEKER
-3.9668354791360625,1.9693070335327358,-0.216907352000294,-0.6609366082600181,SEKER
-4.3716794943874016,2.5033477743113486,-0.276019446925687,-0.5930221225126212,SEKER
-4.617906564063022,2.8372676073644563,-0.3018116987044697,-0.5964666533720862,SEKER
-3.7516408120557414,1.765844992169288,-0.3680540508725273,-0.4128952151051191,SEKER
-4.510587015651232,2.9890768231850973,-0.8536998443344995,0.015794794164788736,SEKER
-3.774903331123426,1.7614018478160387,-0.15788507249158987,-0.26599056291293527,SEKER
-4.6779312349954525,2.9865953563071868,-0.3906836505756689,-0.34968243265999355,SEKER
-4.266416687034994,2.400178428000825,0.023140448279345138,-0.21047309977763484,SEKER
-3.5876369520859317,1.6936475389690844,-0.9837093145841159,-0.6666232404077611,SEKER
-4.168597012558772,2.357350545112256,-0.33017732228184143,-0.29063428170767397,SEKER
-4.638215561660966,2.967819013651839,-0.19265320663336788,-0.10372071283657144,SEKER
-4.399579420254982,2.671478110117372,-0.43101550345077577,-0.24505082241443152,SEKER
-4.526576236559507,2.7780419452488956,-0.17864132351430875,-0.31180673524975433,SEKER
-4.016188988873355,2.072133588265555,0.1705968668839835,0.00045638329804387185,SEKER
-5.228275732742551,3.736703283478423,-0.6931249665604217,-0.7456587038172412,SEKER
-4.902423422144012,3.494558390127481,-0.8177053801450934,0.03932403596404944,SEKER
-3.9670766098479104,2.255096323793635,-0.6772362463923401,-0.04025453428448865,SEKER
-4.0638172288425185,2.3755869285895694,-0.8294688402448149,-0.28954500464515176,SEKER
-4.158778684133439,2.216067629490008,-0.11529543137752217,-0.6324301855017606,SEKER
-4.091006398301305,2.369604878963102,-0.6218348371720163,-0.12299800079412151,SEKER
-4.482522934578174,2.726381238773319,-0.45045797825815137,-0.595283737497922,SEKER
-4.352503868746178,2.670473148114096,-0.5999488888716117,-0.24757582908902911,SEKER
-3.994024264802596,2.125202255219213,-0.8164023402884129,-1.0726516223780544,SEKER
-4.186395080810184,2.5966932570641754,-0.9720059111594116,-0.24218146032280122,SEKER
-3.3201402564657543,1.324924250102701,-0.5830260212716918,-0.5787727513555345,SEKER
-3.8978736902957447,1.8998066091605847,0.39138368494251047,0.09304799276669354,SEKER
-4.6750446027041965,3.034433003599562,-0.39150989026132166,-0.26047706667236303,SEKER
-4.145060450103626,2.3834337885938854,-0.16945755212621919,0.05488511212305208,SEKER
-4.995845936157207,3.4915561878404784,-0.4758723319255841,-0.29899354780113285,SEKER
-3.5396623995451546,1.6027548142931791,-0.4755453872117214,-0.34400229458149356,SEKER
-4.336415367331912,2.538969352374289,-0.03711968403810603,-0.3648244079649354,SEKER
-4.6795469064159825,3.221141907860579,-0.9543719192396671,-0.15234943227379627,SEKER
-4.795397169719153,3.159650699336861,-0.48222726392174575,-0.6872739835502175,SEKER
-4.309880356350396,2.649861829160553,-0.49238478998030466,-0.15128770206737285,SEKER
-3.507208238831141,1.6346370289461418,-0.6476428977680502,-0.1899796143457851,SEKER
-4.810682219935148,3.4015002760525253,-1.0667829485232618,-0.15209176830519228,SEKER
-3.9128567163123624,2.0840876584880816,-0.10506856304959708,0.1571233277147357,SEKER
-4.196691685261539,2.447303412245254,-0.07356603674770522,0.26414583658084095,SEKER
-4.711249768548844,3.0975948611188393,-0.6056864173482449,-0.759451903657275,SEKER
-3.8173363891344416,1.887198820693524,-0.23949366608504555,-0.35512760482230443,SEKER
-4.245791720193489,2.368883735326874,0.04810914701335789,-0.329015171599302,SEKER
-4.30673780420961,2.5482509789179337,-0.28994926386937253,-0.34593048390636477,SEKER
3.577815619521167,-3.932735502892925,-17.740513163831686,2.0821195661885223,SEKER
-3.919961183692778,2.2548577876186493,-1.4417004020034603,-0.5891870038207075,SEKER
-3.976578130834854,2.284091206244901,-0.7492380457335678,0.012116879298741208,SEKER
-3.950751208318271,1.99018036397423,0.08669236618700504,-0.45486202592188696,SEKER
-4.341716359284126,2.621586609316782,-0.026228181577218075,0.14845866721354564,SEKER
-3.563833659964676,1.765663417940928,-0.4273537392500898,0.5657499805192644,SEKER
-3.7876539746668114,1.689508696937968,0.4520528532171228,-0.4655169850298586,SEKER
-1.79849890592187,0.0686212798335921,-3.241038897251414,-0.39433417764840945,SEKER
-3.9997133382208507,2.115984394832203,0.08528606680050298,-0.010724531006301994,SEKER
-4.141104859739496,2.3425024035078934,-0.012376641289030378,-0.034075768372085175,SEKER
-3.756843004933263,1.7447129738248277,0.13407718542224528,-0.46853287711749403,SEKER
-4.325349876252668,2.5853339047031096,0.0388364495410575,0.07138127873089191,SEKER
-4.1756808043005265,2.500783366022375,-0.3240573956345303,0.2393967961837103,SEKER
-4.779905531307545,3.3244973365508055,-0.5838638091887305,-0.032996988482809304,SEKER
-4.438541504886056,2.790061927395958,-0.2911649198676115,-0.35471647015262786,SEKER
-4.470072615088231,2.758283200208429,-0.029863244318332056,-0.2760116977570125,SEKER
-4.483258089896424,3.2191759540264413,-1.8612131098181182,-0.5390182883566024,SEKER
-4.521729861751758,2.8925598077542043,-0.1931933984147389,-0.11927662068890042,SEKER
-3.550211560540626,1.7948286755918468,-1.2715486931252282,-0.5351018427517628,SEKER
-3.9290404113623643,2.074198467836852,-0.14450660391944845,-0.27787043937666855,SEKER
-4.099475760346863,2.502868764916724,-1.0754974309998322,-0.4529722692195587,SEKER
-4.361112691996784,2.835400610960744,-0.8668754318896296,-0.2643712146056888,SEKER
-2.6968164265098062,0.48263064552182067,-0.8493577827338494,-0.5951677874103793,SEKER
-3.693052520346475,1.7628169594046885,-0.28074975570024213,-0.19673419408400192,SEKER
-4.5611587279928045,3.101935828031651,-0.8758165901053153,-0.43467022617221107,SEKER
-3.932489671157989,2.1992876515207627,-0.6279672348263287,-0.45887273781468785,SEKER
-3.9781599834339127,2.295525095943825,-0.5958996715325693,-0.1415786904546225,SEKER
-4.084568602539617,2.4637178755301052,-0.637512219764188,-0.09857761995488884,SEKER
-3.9746864722754705,2.289765865636884,-0.19135285112158154,0.5020265864210669,SEKER
-4.159716605873693,2.475666091696789,-0.41763299436246815,-0.09848448702435045,SEKER
-3.9954518600671394,2.3063508655564235,-0.2808159148810342,0.07903128460411676,SEKER
-4.704512291170782,3.070026534774521,0.011357692230848855,-0.21600528207846584,SEKER
-3.639492882305751,1.6727853693584738,0.09057393539681691,0.04182570588216557,SEKER
-3.869902557671972,1.9869577246717702,-0.24132933356054312,-0.7012367060620893,SEKER
-4.924473574615224,3.417914846667647,-0.0633848718788899,-0.044971309964582325,SEKER
-3.3303712783245563,1.2278694488547541,0.4955413584428034,0.1963294355026482,SEKER
-3.6024344055937165,1.6728652916032576,-0.0023056557490661613,0.05964557873199809,SEKER
-4.46008604992859,2.80158449561129,-0.11767657062578776,-0.1287988057350529,SEKER
-4.208086460334318,2.4595261883626085,0.0037600510584931833,-0.06505641657945127,SEKER
-4.120568475708183,2.740501268510641,-1.684781415703242,-0.5378205281177524,SEKER
-3.9249731497280296,2.1275074737502258,0.063179482705763,0.1942807385436942,SEKER
-4.113188084439793,2.4018989506719644,-0.43793352972453553,-0.3571896188590559,SEKER
-3.9008298468429667,1.9277483470321903,0.35462523776472776,-0.37780363661142563,SEKER
-4.28678208879061,2.5818804498426915,-0.3546458019034099,-0.4194603157903433,SEKER
-4.141279804173698,2.356914722015552,0.1220118196124937,-0.1677753858449476,SEKER
-3.5479782499742916,1.5973617824846,0.10381063571326536,0.044938285106096765,SEKER
-3.8641287905953394,2.0344444434028746,-0.33558466894263744,-0.4944656127949887,SEKER
-4.634205315337986,3.2360570138795253,-1.2111399885794516,-0.6493129306787194,SEKER
-3.9834278635294034,2.0976348024036846,-0.08344059296828235,-0.6465182160010714,SEKER
-4.163318209462641,2.488750296912852,-0.3240505392965589,-0.2235971226549168,SEKER
-4.2915865055597875,2.6932788707195483,-0.5954889170211274,-0.3611662293510955,SEKER
-3.754151437644196,1.890733018269417,0.26599273476680246,0.21319426241697925,SEKER
-4.936164955306501,3.5708161276743535,-0.720802160740941,-0.532823405594079,SEKER
-5.018447786468886,3.6871893538775367,-0.8006085964992153,-0.345465888194389,SEKER
-4.220566934695114,2.5691907245772914,-0.17899718039988138,0.12141966492131984,SEKER
-3.6477330583134577,1.7408608376351489,-0.018495928542274567,-0.2842355959361905,SEKER
-3.900860267237803,2.107258570994092,-0.13158743177481777,-0.029503834435581112,SEKER
-3.7896080638797116,2.151039581860766,-0.7908180290388345,0.1430800493889717,SEKER
